sentiment,headline,processed_text
neutral,HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .,HELSINKI ( AFX ) - Outokumpu said it ha agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere share .
neutral,"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .","HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employee in nine country ."
neutral,"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland .","HKScan is one of the leading food company in northern Europe with homemarkets in Finland , Sweden , the Baltic country and Poland ."
neutral,"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .","Honkarakenne mainly export large luxury log house to Russia to be used a one-family house or holiday home ; 70 % of sale go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other location ."
neutral,However short-term rentals are becoming more popular .,However short-term rental are becoming more popular .
neutral,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries .","HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj ha resolved to clarify the Group structure by separating the Foodservice and Consumer Goods business in it production unit in Hameenlinna , Finland by transferring the business into it wholly owned subsidiary ."
positive,"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .","Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mill in the world ."
neutral,"In addition , YIT has reserved EPI Russia the right to expand the logistics center by about 100,000 m2 .","In addition , YIT ha reserved EPI Russia the right to expand the logistics center by about 100,000 m2 ."
neutral,"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .","In addition to the presentation held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participant will have an opportunity to discus with other member of the company 's management ."
neutral,"In Finland , 71 % of paper and paperboard is reclaimed .","In Finland , 71 % of paper and paperboard is reclaimed ."
neutral,"In Finland , export industry forms a large clientele for the packaging industry .","In Finland , export industry form a large clientele for the packaging industry ."
neutral,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .","In providing managed service , Nokia take responsibility for building , operating and transferring a well a optimising the Indosat 3G network ."
neutral,"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators .","In Switzerland , Teleste have been an established supplier of product for a long time and it primary customer include cable and fiber-to-the-home ( FTTH ) operator ."
neutral,"In the end , Sanoma News wants to secure its foundation with the savings .","In the end , Sanoma News want to secure it foundation with the saving ."
positive,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .","In the Homeware area , Fiskars provides leading branded product for home , kitchen , and interior design ."
neutral,"In the survey , Goodyear is the third most valued tyre brand , followed by Continental and Bridgestone .","In the survey , Goodyear is the third most valued tyre brand , followed by Continental and Bridgestone ."
neutral,"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .","In today s business , you have to pre-empt what consumer want , said Mohammed Zainalabedin , General Manager , Zain Bahrain ."
neutral,Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .,Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .
neutral,Insurance policies should be simple .,Insurance policy should be simple .
neutral,It has several innovative small molecule and biological drug candidates at different stages of clinical development .,It ha several innovative small molecule and biological drug candidate at different stage of clinical development .
neutral,It has sold one half of its business operations and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .,It ha sold one half of it business operation and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .
neutral,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .","It is a member of the OneWorld alliance , which includes American Airlines and British Airways ."
positive,It is a solid credit that has been compared to a DZ Bank or a Rabobank .,It is a solid credit that ha been compared to a DZ Bank or a Rabobank .
neutral,It is expected to be completed by the end of 2007 .,It is expected to be completed by the end of 2007 .
neutral,It is planned to set up the A class business center in the two top storeys of the complex .,It is planned to set up the A class business center in the two top storey of the complex .
neutral,"It is positive that the company it recruited Harri Koponen as CEO , according to Affarsvarlden .","It is positive that the company it recruited Harri Koponen a CEO , according to Affarsvarlden ."
neutral,"It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstocks for the production of its NExBTL biodiesel , it said .","It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstock for the production of it NExBTL biodiesel , it said ."
neutral,It will provide heating in the form of hot water for the sawmill 's needs .,It will provide heating in the form of hot water for the sawmill 's need .
neutral,Its 168 asset management experts manage assets worth over EUR 35 billion .,Its 168 asset management expert manage asset worth over EUR 35 billion .
neutral,Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,Its other well-known brand include fitness equipment maker Precor and U.S. - based ball sport equipment maker Wilson .
neutral,"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .","Janno Reiljan , a member of the Eesti Energia supervisory board , said the owner of Narva Power Grid had informed Eesti Energia about their wish to sell ."
positive,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .","Jawad Williams scored 23 point in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 point for Hapoel , which visit the yellow-and-blue next week ."
neutral,Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,Jon Risfelt is 49 year old hold a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .
neutral,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,Juha Haapakoski will continue a Editor-in-Chief with budget responsibility also with the new publisher .
neutral,"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .","Jun . 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged a Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 ."
neutral,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?","Jun . 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?"
neutral,"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies .","KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator company ."
neutral,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .","Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit ."
neutral,"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .","Lember said the matter wa topical also in Estonia , where a bill ha been drafted at the Social Affairs Ministry that would scrap old-age pension on favorable condition ."
neutral,"Linde acts responsibly towards its shareholders , business partners , employees , society and the environment - in every one of its business areas , regions and locations across the globe .","Linde act responsibly towards it shareholder , business partner , employee , society and the environment - in every one of it business area , region and location across the globe ."
neutral,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .","LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore product for the steel industry ."
neutral,"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .","LLC , a voice and data management solution provider to wireless company with operation worldwide , will be transferring it U.S. deployment operation to the Finnish mobile giant , which includes civil work and site acquisition service ."
neutral,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .","Look out for vintage fabric cushion cover , '70s coffee pot , ceramic serving dish , cocktail glass , and stainless steel party dish ."
positive,( I&H ) in a move to enhance growth .,( I & H ) in a move to enhance growth .
neutral,LSC 's 30 employees will move to Ixonos with their existing status and benefits .,LSC 's 30 employee will move to Ixonos with their existing status and benefit .
neutral,"MeeGo `` learns as you use it , '' Fisher said , putting the most important things up top .","MeeGo `` learns a you use it , `` Fisher said , putting the most important thing up top ."
neutral,Merging the two free sheets will clarify the market situation .,Merging the two free sheet will clarify the market situation .
neutral,"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .","Metso is a global supplier of sustainable technology and service for mining , construction , power generation , automation , recycling and the pulp and paper industry ."
positive,"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .","More than 200 volunteer from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day ."
neutral,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009","Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No . : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009"
positive,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,NASDAQ-listed Yahoo Inc ha introduced a new service that enables Malaysians to take their favorite Internet content and service with them on their mobile phone .
neutral,National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,National sponsor for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .
neutral,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .,Neomarkka ha played a leading role in a group that aim to restart the production of specialty cellulose fiber in Valkeakoski .
neutral,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .
neutral,"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur .","Neste Oil extended yesterday 's gain and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur ."
positive,"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .","Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday ."
neutral,"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .","Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lot of fun downloading your favorite medium ."
neutral,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .","Of these share 14,747,084 are held by the Company and the number of outstanding share and voting right attached to the share amount thus to 161,256,847 ."
neutral,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .","Oka specialises in new construction , renovation work of residential and non-residential building a well a premise for industrial and logistical use ."
neutral,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,Okmetic Board of Directors ha also decided on a new share ownership program directed to the company 's top management .
neutral,Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,Okmetic 's silicon wafer are part of a further processing chain that produce end product that improve human interaction and quality of life .
positive,"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .","O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supply , installs and provides service for tail lift ."
positive,One attractive factor about the tablets for media companies is that they provide a new way of making money .,One attractive factor about the tablet for medium company is that they provide a new way of making money .
positive,One of Uponor 's promising future products is a hydronic cooling system .,One of Uponor 's promising future product is a hydronic cooling system .
neutral,"Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries .","Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare product with 1,300 employee in the Nordic and Baltic country ."
neutral,Other shareholder entitlements became effective today .,Other shareholder entitlement became effective today .
neutral,Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .,Our Canned-preserved food in Finland report offer a comprehensive guide to the size and shape of the market at a national level .
neutral,"Our solutions are industry-independent supporting multilingual and currency needs , modular and applicable to companies of all sizes , '' CEO Ilkka Sihvo said .","Our solution are industry-independent supporting multilingual and currency need , modular and applicable to company of all size , `` CEO Ilkka Sihvo said ."
positive,"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .","Our strong company brand - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leader in their sector ."
neutral,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .","Outotec , headquartered in Espoo , Finland , is a leading provider of process solution , technology and service for the mining and metallurgical industry ."
positive,"Overall , 50 percent of respondents were confident about their security when banking online .","Overall , 50 percent of respondent were confident about their security when banking online ."
neutral,"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .","Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish company operating in the traditional industry ."
neutral,Performance is based on values and sustainability .,Performance is based on value and sustainability .
neutral,Pertti Ervi is independent from the Company and its major shareholders .,Pertti Ervi is independent from the Company and it major shareholder .
neutral,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .","Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analyst and investor , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) ."
neutral,"Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc. and the Austrian Verbund AG .","Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc . and the Austrian Verbund AG ."
positive,Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,Poyry is recognized a one of the world 's leading advisor to the global forestry industry .
positive,Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,Precedex is approved for IV sedation of initially intubated and mechanically ventilated patient in intensive care .
neutral,Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .,Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .
neutral,"Previously , the plant was expected to be completed by the end of 2008 .","Previously , the plant wa expected to be completed by the end of 2008 ."
neutral,Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .
neutral,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .","Prothious Engineering ( www.prothious.com ) employ more than 1,000 and ha a large portfolio of project and an annual detailing capacity of more than 100,000 tonne ."
neutral,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .
positive,Ramirent is a leading company in machinery and equipment rentals for construction and industry .,Ramirent is a leading company in machinery and equipment rental for construction and industry .
positive,Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,Ramirent is the leading construction machinery rental company in Finland with annual sale of EUR 134 million in 2009 and operating nationwide through 83 outlet and 612 employee .
neutral,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,Rapala aim to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .
neutral,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .","RAPALA TOURNAMENT FISHING : With all the major title already out for the holiday , bargain-priced game such a Rapala aim for a smaller audience ."
neutral,"Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board .","Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in it proposal , proposes the election of Jon Risfelt a the new Chairman of the Board ."
neutral,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .","RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely ."
neutral,"RK Group , headquartered in Vantaa , Finland , is one of Europe 's leading machinery rental services .","RK Group , headquartered in Vantaa , Finland , is one of Europe 's leading machinery rental service ."
positive,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .","Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering client direct intermodal transportation service from Finland to Asia Pacific country , Fesco said in a statement ."
neutral,"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .","S & P ha kept it `` sell `` rating , while Nordea and UBS have reaffirmed their `` buy `` recommendation ."
neutral,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .","Sanoma also ha an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposal for matter to be decided or noted by the Board of Directors ."
neutral,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .","Sarantel , based in Wellingborough , UK , design high-performance antenna for portable wireless device ."
positive,Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority share in mid-July .
neutral,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,Shares will be acquired in accordance with section 5 of the rule of NASDAQ OMX Helsinki and other rule applicable to the acquisition of own share .
neutral,"She will succeed Krister Kylas , who has decided to leave TeliaSonera .","She will succeed Krister Kylas , who ha decided to leave TeliaSonera ."
neutral,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,Shuweihat 2 got under way in July 2008 when the project wa awarded to desalination and power contractor .
neutral,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .","Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , ha been elected chairman of the Defense Credit Union Council for the 2007-2008 term ."
neutral,South America and Asia are other promising markets .,South America and Asia are other promising market .
neutral,Sponda plans to renovate old real estate and develop new property .,Sponda plan to renovate old real estate and develop new property .
neutral,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,Stock Exchange Release 10/3/2011 12:00 Sanoma ha published it Annual Report and Financial Statements for 2010 and it first Corporate Responsibility Report .
neutral,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .","Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead it corporate merchant banking and capital market unit , effective 1 September ."
neutral,"Stonesoft is a global provider of proven , next generation solutions that simplify network security management .","Stonesoft is a global provider of proven , next generation solution that simplify network security management ."
neutral,Strategic and operational business information is objectively reported .,Strategic and operational business information is objectively reported .
neutral,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .","Swedish , Finnish and Danish listed company are organized in three market cap segment , Nordic Large Cap , Mid Cap and Small Cap ."
neutral,Symphony Services provides development services for Aldata GOLD .,Symphony Services provides development service for Aldata GOLD .
positive,Technopolis is Europe 's leading operator of technoparks .,Technopolis is Europe 's leading operator of technoparks .
neutral,Technopolis 's technological centers supply their clients with modern high-class premises .,Technopolis 's technological center supply their client with modern high-class premise .
neutral,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .","Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structure from design to construction ."
neutral,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .","Teleste 's hybrid TV solution includes component for the whole process of delivering video service to consumer from content acquisition and service creation to delivery through a range of access solution , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH ."
neutral,The adjustment measures will be carried out in phases to secure the delivery capability .,The adjustment measure will be carried out in phase to secure the delivery capability .
neutral,The agreement is valid for four years .,The agreement is valid for four year .
neutral,"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .","The alliance aim to tap pocketable mobile computer , netbooks , tablet , mediaphones , connected TVs and in-vehicle infotainment system ."
neutral,The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,The availability of the Internet service is highlighted in the service offer of Kesko 's K-Group store .
neutral,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .","The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendation and Holmen and Norske Skog with ` underweight ' rating ."
neutral,"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .","The building complex consists of high-quality office and retail space totalling 49,200 square metre , the company said ."
neutral,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .","The business ha sale of about ( Euro ) 35 million ( $ 44million ) , and ha been responsible for sale and marketing of Lanxess 's paper chemical business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) ."
neutral,The business section also includes Ahlstrom 's sustainability report .,The business section also includes Ahlstrom 's sustainability report .
neutral,"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .","The center offer a comprehensive range of device design service spanning from electronics , mechanic and software design to a full range of testing laboratory service ."
neutral,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,The commission said the hydrogen peroxide and PBS market wa worth about 470 million euro in 2000 .
neutral,"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .","The company design , manufacture and market high-quality clothing , interior decoration textile , bag and other accessory ."
neutral,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .","The company design and manufacture high-quality clothing , interior decoration textile , bag , and other accessory ."
neutral,"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .","The company ha delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiative ."
neutral,"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .","The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment ."
neutral,The company is presently examining whether the project would be financially feasible .,The company is presently examining whether the project would be financially feasible .
neutral,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,The company is studying the feasibility of focusing most of it processed meat production in the Vantaa facility and the processing of fresh meat in the Forssa facility .
positive,The company 's strength is its Apetit brand .,The company 's strength is it Apetit brand .
neutral,The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,The company said shareholder will be able to vote on the agreement at an EGM scheduled for later this month .
neutral,The company specialises in temporary electrification and heating at construction sites .,The company specialises in temporary electrification and heating at construction site .
positive,"The competition was received with great enthusiasm by the employees , he goes on .","The competition wa received with great enthusiasm by the employee , he go on ."
neutral,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .","The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sale , vehicle and consumer advertising marketplace business ."
neutral,The deliveries started in April 2006 and will be completed in 2007 .,The delivery started in April 2006 and will be completed in 2007 .
neutral,The desk will reach its full planned strength of ten persons in autumn 2007 .,The desk will reach it full planned strength of ten person in autumn 2007 .
neutral,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .","The dividend is payable on February 1 , 2010 to shareholder of record on January 19 , 2010 ."
neutral,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .","The dividend will be paid on April 15 , 2008 to each of the shareholder who on the record date of April 8 , 2008 have been entered in the list of shareholder kept by the Finnish Central Securities Depository Ltd. ."
positive,The effect of the savings will be noticeable as of the beginning of 2010 .,The effect of the saving will be noticeable a of the beginning of 2010 .
neutral,The effect of the savings will be noticeable from the beginning of 2010 .,The effect of the saving will be noticeable from the beginning of 2010 .
neutral,"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .","The end-to-end delivery combine the competency and service from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas ."
neutral,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,The EUR 0.7 million non-recurring expense have been recorded for the third quarter .
neutral,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi a well a via the Kauppalehti Live web service at www.kauppalehti.fi/live .
neutral,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .
neutral,"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .","The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars ha led to dozen of design award ."
neutral,The first of the two project phases is expected to be completed by the end of 2012 .,The first of the two project phase is expected to be completed by the end of 2012 .
neutral,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .","The group also plan to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 ."
neutral,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .","The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit ."
